TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
30;false;10;false;off ;high ;false;REQ001REQ011REQ002
80;false;5;true;on ;low ;false;REQ004REQ003REQ010
126;false;0;true;on ;low ;false;
167;false;11;true;off ;high ;false;REQ001REQ011REQ002
201;false;4;false;on ;low ;false;REQ004REQ003REQ010
233;true;10;true;off ;high ;false;REQ001REQ002REQ011
274;true;2;true;on ;low ;false;REQ004REQ003REQ010
314;true;8;true;on ;low ;false;
324;true;2;false;on ;low ;false;
341;true;7;true;on ;low ;false;
372;true;9;false;off ;permitted ;false;REQ001REQ011
420;false;3;false;on ;low ;false;REQ003REQ010
467;true;2;false;off ;low ;true;REQ005REQ009
478;true;5;true;on ;low ;false;REQ006REQ010
519;true;5;true;on ;low ;false;
566;true;2;false;on ;low ;false;
584;true;0;false;on ;low ;false;
624;false;8;false;on ;low ;false;
639;true;6;true;on ;low ;false;
685;false;1;false;on ;low ;false;
717;false;3;false;on ;low ;false;
744;true;4;false;off ;low ;true;REQ005REQ009
771;true;11;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
792;true;0;true;on ;low ;false;REQ004REQ003REQ010
833;false;8;true;on ;low ;false;
870;false;6;false;on ;low ;false;
910;true;4;false;off ;low ;true;REQ005REQ009
954;true;11;false;off ;high ;false;REQ001REQ002REQ008
970;false;5;false;on ;low ;false;REQ004REQ003REQ010
1008;true;10;true;off ;high ;false;REQ001REQ002REQ011
1022;false;11;true;off ;high ;false;
1061;true;3;true;on ;low ;false;REQ004REQ003REQ010
1081;false;5;true;on ;low ;false;
1129;false;11;true;off ;high ;false;REQ001REQ002REQ011
1149;false;7;false;on ;low ;false;REQ004REQ003REQ010
1192;true;3;true;on ;low ;false;
