TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
256;0;2;80;2;3;REQ011
568;0;2;81;3;3;REQ003
799;0;1;81;1;1;REQ010REQ002
1113;0;1;81;1;1;REQ002
1364;0;0;80;2;1;REQ001
1667;1;0;81;0;0;REQ002REQ012REQ004
1926;1;0;79;2;0;REQ001
2256;1;0;79;2;0;
2484;0;1;81;1;1;REQ010REQ002
2717;1;0;80;2;0;REQ001REQ012
2959;0;0;80;2;0;
3207;0;1;79;2;1;REQ010
3504;0;1;80;2;1;
3827;1;0;80;2;0;REQ012
4096;0;2;80;2;3;REQ011
4384;0;0;81;3;3;REQ003
4725;0;0;79;2;3;REQ001
4994;1;2;79;2;0;REQ012
5235;0;2;81;3;3;REQ004REQ017REQ003
5570;1;1;79;2;0;REQ012REQ001
5863;0;0;80;2;0;
6127;1;1;79;2;0;REQ012
6422;0;2;80;2;3;REQ011
6674;1;1;79;2;0;REQ012
6942;1;0;81;0;0;REQ009REQ004
