TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;false;true;0;0;REQ001
8;true;false;0;0;
11;false;true;0;0;
14;true;false;0;0;
16;false;false;0;0;
18;true;true;0;0;
20;true;true;0;0;
22;false;true;0;0;
24;true;true;0;0;
26;true;true;0;0;
29;true;true;0;0;
31;true;true;0;0;
34;false;true;0;0;
36;true;true;0;0;
39;true;true;0;0;
41;false;false;0;0;
44;true;true;0;0;
46;false;true;0;0;
48;false;false;0;0;
50;false;true;0;0;
52;false;true;0;0;
55;true;false;0;0;
58;true;true;0;0;
60;true;false;0;0;
63;true;false;0;0;
66;false;true;0;0;
68;false;false;0;0;
70;true;false;2;0;REQ003
73;true;false;2;0;
76;false;true;2;0;
78;false;false;2;0;
