TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;true;0;0;REQ001
6;false;false;0;0;
9;true;true;0;0;
12;false;false;0;0;
15;true;false;3;0;REQ002
18;false;true;3;0;
20;false;true;3;0;
23;false;true;3;0;
25;false;false;1;1;REQ004
28;true;true;0;1;REQ001
30;true;true;0;1;
33;true;false;0;1;
36;false;false;0;1;
39;false;false;0;1;
41;true;true;0;1;
44;false;false;0;1;
47;false;true;0;1;
49;false;false;0;1;
52;false;true;0;1;
54;true;false;0;1;
56;false;true;0;1;
59;true;false;0;1;
61;false;false;0;1;
63;true;false;2;1;REQ003
65;false;true;2;1;
68;true;true;2;1;
71;true;true;2;1;
74;true;false;2;1;
76;false;true;2;1;
78;true;false;2;1;
81;true;true;2;1;
