TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
331;0;1;81;1;1;REQ010REQ002
669;1;0;79;2;0;REQ001REQ012
982;1;0;81;0;0;REQ009REQ004
1275;1;1;80;2;1;REQ001REQ013
1550;0;2;81;3;3;REQ007REQ011REQ003
1831;1;0;80;2;0;REQ012REQ001
2137;1;0;81;0;0;REQ009REQ004
2438;1;1;80;2;1;REQ013REQ001
2776;1;2;80;2;3;REQ014
3105;1;2;81;3;3;REQ003
3346;0;1;81;1;1;REQ010REQ002
3675;0;1;79;2;1;REQ001
3973;0;2;80;2;3;REQ011
4196;1;1;81;0;0;REQ012REQ004
4516;1;2;81;3;3;REQ004REQ014REQ003
4836;0;2;81;3;3;REQ003
5079;0;1;79;2;1;REQ001REQ010
5375;0;0;80;2;1;
5652;0;0;80;2;1;
5883;1;0;80;2;0;REQ012
6208;1;0;81;0;0;REQ009REQ004
6459;0;0;80;2;0;REQ001
6782;0;0;81;0;0;REQ004
7065;0;2;80;2;3;REQ011REQ001
7393;1;1;79;2;0;REQ012
