TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
45;false;0;false;on ;low ;false;
74;false;5;false;on ;low ;false;
112;true;7;true;on ;low ;false;
123;false;3;false;on ;low ;false;
161;false;0;false;on ;low ;false;
178;true;5;true;on ;low ;false;
207;false;7;true;on ;low ;false;
240;false;1;false;on ;low ;false;
277;true;4;false;off ;low ;true;REQ005REQ009
303;false;2;true;on ;low ;false;REQ006REQ010
340;false;11;false;off ;high ;false;REQ001REQ002REQ011
370;false;1;true;on ;low ;false;REQ004REQ003REQ010
418;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
444;true;5;true;on ;low ;false;REQ004REQ003REQ010
471;false;6;false;on ;low ;false;
497;false;0;true;on ;low ;false;
529;false;9;false;off ;permitted ;false;REQ001REQ011
554;false;2;true;on ;low ;false;REQ003REQ010
587;false;9;true;off ;permitted ;false;REQ001REQ011
630;false;10;true;off ;high ;false;REQ002
674;false;3;true;on ;low ;false;REQ004REQ003REQ010
697;true;6;false;off ;low ;true;REQ005REQ009
730;true;0;false;off ;low ;true;
760;false;6;true;on ;low ;false;REQ006REQ010
806;false;10;false;off ;high ;false;REQ001REQ011REQ002
845;false;1;true;on ;low ;false;REQ004REQ003REQ010
895;false;2;true;on ;low ;false;
911;true;2;true;on ;low ;false;
958;true;8;false;on ;low ;false;
981;false;4;true;on ;low ;false;
1010;false;2;true;on ;low ;false;
1052;false;2;true;on ;low ;false;
1074;true;0;true;on ;low ;false;
1097;true;0;false;on ;low ;false;
1147;true;9;true;off ;permitted ;false;REQ001REQ011
1191;true;9;true;off ;permitted ;false;
