TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
26;true;10;true;off ;high ;false;REQ001REQ002REQ011
66;false;11;true;off ;high ;false;
80;false;2;true;on ;low ;false;REQ004REQ003REQ010
121;false;7;true;on ;low ;false;
161;false;11;false;off ;high ;false;REQ001REQ002REQ011
206;false;0;true;on ;low ;false;REQ004REQ003REQ010
251;false;3;false;on ;low ;false;
285;false;6;false;on ;low ;false;
333;true;0;true;on ;low ;false;
381;true;7;true;on ;low ;false;
420;false;5;true;on ;low ;false;
434;true;2;false;off ;low ;true;REQ005REQ009
475;false;7;true;on ;low ;false;REQ006REQ010
485;true;9;false;off ;permitted ;true;REQ001REQ005REQ011
532;true;9;true;off ;permitted ;false;REQ006
551;false;1;false;on ;low ;false;REQ003REQ010
577;true;2;true;on ;low ;false;
595;true;6;true;on ;low ;false;
630;false;8;true;on ;low ;false;
652;false;11;false;off ;high ;false;REQ001REQ002REQ011
673;false;3;true;on ;low ;false;REQ004REQ003REQ010
714;false;5;false;on ;low ;false;
728;true;5;true;on ;low ;false;
737;true;3;false;on ;low ;false;
750;false;1;false;on ;low ;false;
777;false;4;false;on ;low ;false;
821;true;4;true;on ;low ;false;
868;false;9;true;off ;permitted ;false;REQ001REQ011
906;false;2;false;on ;low ;false;REQ003REQ010
951;false;3;true;on ;low ;false;
962;true;1;true;on ;low ;false;
982;true;0;true;on ;low ;false;
1013;false;11;true;off ;high ;false;REQ001REQ002REQ011
1039;true;9;false;off ;permitted ;true;REQ004REQ005
1072;false;5;false;off ;low ;true;REQ003
1088;false;9;true;off ;permitted ;false;REQ001REQ006
