TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
5;false;false;1;0;
7;true;true;0;0;REQ001
10;false;false;0;0;
12;false;true;0;0;
14;false;true;0;0;
16;false;true;0;0;
18;true;false;0;0;
21;true;true;0;0;
24;true;false;0;0;
27;true;true;0;0;
29;true;true;0;0;
32;false;false;0;0;
35;false;true;0;0;
37;true;true;0;0;
39;true;false;0;0;
42;false;false;0;0;
44;false;true;0;0;
46;false;false;0;0;
48;false;true;0;0;
51;true;true;0;0;
54;false;true;0;0;
56;true;true;0;0;
58;false;true;0;0;
61;true;false;0;0;
63;true;false;0;0;
66;false;false;0;0;
68;true;true;0;0;
71;true;true;0;0;
73;false;true;0;0;
76;false;false;0;0;
79;false;true;0;0;
