TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
25;false;false;true;false;2;REQ003
70;true;false;true;true;4;REQ005
79;false;false;true;false;2;REQ003
118;false;true;true;false;5;REQ007
137;false;false;true;false;2;REQ003
147;true;true;false;false;2;
187;false;true;true;false;5;REQ007
222;true;false;false;true;4;REQ005
237;true;true;false;false;4;REQ006
276;false;false;false;true;1;REQ002
307;true;false;true;false;4;REQ005
349;true;true;false;false;4;REQ006
368;false;false;true;false;2;REQ003
399;true;true;false;false;2;
411;true;true;false;true;2;
446;false;false;false;true;1;REQ002
472;true;true;false;false;1;
503;false;true;false;true;5;REQ007
528;false;false;true;true;0;REQ001
579;false;true;true;true;5;REQ007
607;false;true;true;true;5;REQ007
644;false;true;false;false;5;REQ007
686;true;false;true;false;4;REQ005
707;true;true;true;true;4;REQ006
752;true;true;false;false;4;
