TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
23;true;6;false;off ;low ;true;REQ005REQ009
43;false;8;true;on ;low ;false;REQ006REQ010
66;false;5;false;on ;low ;false;
93;true;8;false;off ;low ;true;REQ005REQ009
125;true;9;false;off ;permitted ;true;REQ001
155;true;9;true;off ;permitted ;false;REQ006
175;true;5;false;on ;low ;false;REQ003REQ010
187;true;0;true;on ;low ;false;
215;true;3;false;on ;low ;false;
241;true;1;true;on ;low ;false;
250;true;6;false;on ;low ;false;
291;false;10;false;off ;high ;false;REQ001REQ011REQ002
337;true;9;true;off ;permitted ;false;REQ004
359;false;0;false;on ;low ;false;REQ003REQ010
408;false;0;true;on ;low ;false;
443;true;5;true;on ;low ;false;
485;true;1;true;on ;low ;false;
520;false;3;false;on ;low ;false;
554;false;2;true;on ;low ;false;
563;false;10;true;off ;high ;false;REQ001REQ011REQ002
606;true;10;true;off ;high ;false;
651;false;7;true;on ;low ;false;REQ004REQ003REQ010
672;true;4;false;off ;low ;true;REQ005REQ009
719;false;8;false;off ;low ;true;
755;true;7;true;on ;low ;false;REQ006REQ010
800;true;3;false;on ;low ;false;
849;false;8;false;on ;low ;false;
881;true;5;true;on ;low ;false;
894;true;7;false;on ;low ;false;
919;true;5;false;on ;low ;false;
958;true;4;true;on ;low ;false;
991;false;10;true;off ;high ;false;REQ001REQ002REQ011
1017;true;3;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
1038;true;6;false;off ;low ;true;
1073;false;6;true;on ;low ;false;REQ006REQ010
1115;false;4;true;on ;low ;false;
