TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;false;0;0;
8;false;false;0;0;
10;true;false;3;0;REQ002
12;false;false;3;0;
15;false;true;3;0;
18;true;true;3;0;
20;false;false;1;1;REQ004
23;true;false;1;1;
25;true;false;1;1;
28;true;true;0;1;REQ001
30;true;true;0;1;
33;true;true;0;1;
36;true;false;0;1;
39;true;true;0;1;
42;true;true;0;1;
45;true;false;0;1;
48;false;false;0;1;
51;false;true;0;1;
54;false;true;0;1;
57;false;true;0;1;
59;false;false;0;1;
61;false;true;0;1;
64;false;false;0;1;
66;false;false;0;1;
69;false;true;0;1;
72;true;true;0;1;
75;true;false;0;1;
78;false;false;0;1;
81;true;false;2;1;REQ003
83;false;true;2;1;
85;true;false;2;1;
