TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
14;false;4;true;on ;low ;false;
59;true;3;false;off ;low ;true;REQ005REQ009
90;false;5;false;off ;low ;true;
121;true;2;true;on ;low ;false;REQ006REQ010
141;true;10;true;off ;high ;false;REQ001REQ011REQ002
151;true;2;false;on ;low ;false;REQ004REQ003REQ010
192;false;0;false;on ;low ;false;
206;false;2;false;on ;low ;false;
223;false;8;false;on ;low ;false;
253;false;3;true;on ;low ;false;
296;true;1;false;off ;low ;true;REQ005REQ009
325;false;9;false;off ;permitted ;true;REQ001
373;false;5;true;on ;low ;false;REQ006REQ003REQ010
401;false;4;true;on ;low ;false;
430;false;11;true;off ;high ;false;REQ001REQ002REQ011
466;true;6;true;on ;low ;false;REQ004REQ003REQ010
495;false;4;false;on ;low ;false;
505;false;9;false;off ;permitted ;false;REQ001REQ011
526;false;3;true;on ;low ;false;REQ003REQ010
536;false;7;false;on ;low ;false;
553;false;7;true;on ;low ;false;
575;true;5;false;off ;low ;true;REQ005REQ009
620;false;3;true;on ;low ;false;REQ006REQ010
664;true;4;true;on ;low ;false;
688;false;1;false;on ;low ;false;
720;true;4;false;off ;low ;true;REQ005REQ009
751;true;2;false;off ;low ;true;
789;true;7;false;off ;low ;true;
814;false;1;false;off ;low ;true;
842;false;9;false;off ;permitted ;true;REQ001
876;false;8;false;off ;low ;true;REQ003
891;true;8;false;off ;low ;true;
936;false;4;true;on ;low ;false;REQ006REQ010
971;false;5;true;on ;low ;false;
1009;true;11;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
1023;true;9;true;off ;permitted ;false;REQ004
