TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
233;1;2;80;2;0;REQ012
570;0;2;79;2;3;REQ017
868;0;2;79;2;3;
1126;1;0;81;0;0;REQ003REQ012REQ004
1366;1;1;81;1;1;REQ004REQ013REQ002
1702;1;0;80;2;0;REQ001REQ015
1963;1;0;79;2;0;
2277;1;0;81;0;0;REQ004
2589;1;0;80;2;0;REQ001
2871;0;1;79;2;1;REQ010
3110;0;2;80;2;3;REQ011
3434;1;1;80;2;0;REQ012
3704;1;0;80;2;0;
4014;0;2;81;3;3;REQ011REQ003
4263;1;0;80;2;0;REQ012REQ001
4500;0;1;79;2;1;REQ010
4825;0;2;80;2;3;REQ011
5049;0;2;79;2;3;
5281;1;0;79;2;0;REQ012
5549;0;0;79;2;0;
5809;1;0;79;2;0;REQ012
6073;0;1;81;1;1;REQ010REQ002
6308;1;0;81;0;0;REQ012REQ004
6626;0;1;79;2;1;REQ001REQ010
6889;1;0;79;2;0;REQ012
