TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
7;false;false;0;0;
10;true;true;0;0;
12;false;false;0;0;
14;false;true;0;0;
17;true;false;0;0;
20;false;true;0;0;
22;false;true;0;0;
24;false;false;0;0;
26;true;false;3;0;REQ002
28;true;false;3;0;
30;false;false;3;0;
33;false;true;3;0;
36;false;false;1;1;REQ004
39;true;true;0;1;REQ001
41;false;true;0;1;
43;false;false;0;1;
45;true;true;0;1;
48;false;false;0;1;
50;false;false;0;1;
53;true;true;0;1;
55;true;false;0;1;
57;false;false;0;1;
59;false;true;0;1;
62;false;true;0;1;
64;false;false;0;1;
66;true;false;3;1;REQ002
68;true;false;3;1;
70;false;true;3;1;
73;true;true;3;1;
76;true;false;1;1;REQ004
