TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;false;false;true;false;2;REQ003
54;false;false;false;false;3;REQ004
89;true;true;true;true;3;
103;false;true;false;true;5;REQ007
142;true;true;true;false;5;REQ008
181;false;true;true;true;5;REQ007
192;true;false;false;true;4;REQ005
208;true;true;true;true;4;REQ006
244;true;true;false;true;4;
259;false;true;false;true;5;REQ007
288;false;false;true;false;2;REQ003
299;false;true;true;false;5;REQ007
337;true;false;false;true;4;REQ005
385;false;false;true;true;0;REQ001
426;true;true;true;true;0;
445;false;false;true;false;2;REQ003
470;false;true;true;true;5;REQ007
501;false;true;true;true;5;REQ007
526;true;true;false;false;5;REQ008
559;true;true;true;false;5;
593;true;false;false;false;4;REQ005
606;true;false;false;true;4;REQ005
640;false;true;true;false;5;REQ007
667;true;true;false;true;5;REQ008
683;false;false;true;true;0;REQ001
