TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
6;false;true;0;0;
9;true;true;0;0;
11;true;true;0;0;
13;false;false;0;0;
15;false;true;0;0;
18;false;true;0;0;
21;false;true;0;0;
24;false;false;0;0;
26;true;false;3;0;REQ002
29;false;false;3;0;
31;true;false;3;0;
34;false;true;3;0;
36;true;true;1;1;REQ004
38;true;true;1;1;
41;true;false;1;1;
44;true;true;0;1;REQ001
47;true;true;0;1;
50;true;false;0;1;
52;true;true;0;1;
54;false;true;0;1;
56;true;false;0;1;
58;true;true;0;1;
60;false;false;0;1;
63;false;true;0;1;
65;true;true;0;1;
67;false;true;0;1;
70;true;false;0;1;
73;true;false;0;1;
75;false;true;0;1;
77;false;true;0;1;
