TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;false;true;false;true;5;REQ007
98;false;false;false;false;3;REQ004
139;true;false;true;true;4;REQ005
173;true;false;false;false;4;REQ005
201;true;false;true;true;4;REQ005
231;false;true;true;true;5;REQ007
270;true;true;false;false;5;REQ008
307;true;true;false;false;5;
357;false;false;false;false;3;REQ004
404;true;false;false;false;4;REQ005
421;false;true;false;true;5;REQ007
468;false;false;true;false;2;REQ003
504;true;false;false;false;4;REQ005
514;true;true;false;true;4;REQ006
558;false;false;true;true;0;REQ001
602;true;true;true;false;0;
619;true;false;true;true;4;REQ005
654;false;false;true;false;2;REQ003
683;false;true;false;false;5;REQ007
696;true;false;true;true;4;REQ005
742;false;true;true;false;5;REQ007
762;true;true;false;true;5;REQ008
807;false;true;true;true;5;REQ007
838;false;true;true;true;5;REQ007
885;true;false;true;true;4;REQ005
