TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
41;true;7;true;on ;low ;false;
70;false;2;false;on ;low ;false;
86;false;11;false;off ;high ;false;REQ001REQ011REQ002
134;true;11;true;off ;high ;false;
154;false;1;false;on ;low ;false;REQ004REQ003REQ010
203;true;5;true;on ;low ;false;
250;true;10;true;off ;high ;false;REQ001REQ011REQ002
280;true;4;true;on ;low ;false;REQ004REQ003REQ010
318;false;6;true;on ;low ;false;
334;true;6;true;on ;low ;false;
360;true;5;false;on ;low ;false;
384;false;2;true;on ;low ;false;
403;true;0;false;off ;low ;true;REQ005REQ009
449;false;9;false;off ;permitted ;true;REQ001
491;false;10;false;off ;high ;false;REQ002REQ008
509;true;10;false;off ;high ;false;
533;true;3;true;on ;low ;false;REQ004REQ003REQ010
543;false;1;false;on ;low ;false;
586;false;10;false;off ;high ;false;REQ001REQ011REQ002
633;false;6;true;on ;low ;false;REQ004REQ003REQ010
675;false;1;true;on ;low ;false;
687;false;4;false;on ;low ;false;
729;false;9;true;off ;permitted ;false;REQ001REQ011
741;true;8;false;off ;low ;true;REQ005REQ003
759;true;5;false;off ;low ;true;
798;true;8;true;on ;low ;false;REQ006REQ010
821;false;7;true;on ;low ;false;
850;true;9;true;off ;permitted ;false;REQ001REQ011
859;true;9;true;off ;permitted ;false;
872;true;7;false;on ;low ;false;REQ003REQ010
911;true;2;true;on ;low ;false;
940;true;6;false;on ;low ;false;
967;false;11;true;off ;high ;false;REQ001REQ011REQ002
991;false;11;true;off ;high ;false;
1034;true;8;true;on ;low ;false;REQ004REQ003REQ010
1064;true;7;true;on ;low ;false;
