TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;true;true;0;0;REQ001
8;true;true;0;0;
11;false;true;0;0;
14;true;false;0;0;
17;true;false;0;0;
19;true;true;0;0;
21;false;false;0;0;
24;true;true;0;0;
26;true;false;0;0;
29;true;false;0;0;
32;false;false;0;0;
35;true;true;0;0;
38;false;false;0;0;
41;false;false;0;0;
43;false;false;0;0;
45;false;false;0;0;
47;true;true;0;0;
50;true;false;0;0;
52;true;false;0;0;
55;false;true;0;0;
58;true;true;0;0;
60;false;true;0;0;
63;false;true;0;0;
65;false;true;0;0;
68;false;false;0;0;
70;false;true;0;0;
73;false;false;0;0;
76;false;true;0;0;
78;true;true;0;0;
81;false;true;0;0;
83;false;false;0;0;
