TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
20;true;1;true;on ;low ;false;
51;false;10;false;off ;high ;false;REQ001REQ002REQ011
99;true;1;false;off ;low ;true;REQ004REQ005REQ003
113;false;10;true;off ;high ;false;REQ001REQ006REQ002
162;true;8;true;on ;low ;false;REQ004REQ003REQ010
192;true;2;true;on ;low ;false;
236;false;3;false;on ;low ;false;
271;false;1;true;on ;low ;false;
311;true;7;false;off ;low ;true;REQ005REQ009
359;false;6;false;off ;low ;true;
372;true;2;true;on ;low ;false;REQ006REQ010
418;true;0;false;on ;low ;false;
468;false;3;false;on ;low ;false;
502;false;6;false;on ;low ;false;
539;true;8;true;on ;low ;false;
575;false;9;true;off ;permitted ;false;REQ001REQ011
623;false;3;false;on ;low ;false;REQ003REQ010
672;true;8;true;on ;low ;false;
712;false;9;true;off ;permitted ;false;REQ001REQ011
731;false;0;false;on ;low ;false;REQ003REQ010
764;false;5;true;on ;low ;false;
792;true;1;false;off ;low ;true;REQ005REQ009
805;false;5;true;on ;low ;false;REQ006REQ010
838;true;5;false;off ;low ;true;REQ005REQ009
880;false;2;true;on ;low ;false;REQ006REQ010
893;false;7;false;on ;low ;false;
923;false;1;true;on ;low ;false;
967;false;4;false;on ;low ;false;
1003;false;3;true;on ;low ;false;
1017;false;1;false;on ;low ;false;
1066;true;7;false;off ;low ;true;REQ005REQ009
1078;false;3;false;off ;low ;true;
1115;true;1;false;off ;low ;true;
1153;true;8;true;on ;low ;false;REQ006REQ010
1183;false;3;true;on ;low ;false;
1223;true;3;true;on ;low ;false;
