TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
253;0;0;80;2;2;
584;0;1;81;1;1;REQ010REQ002
911;0;2;80;2;3;REQ011REQ001
1197;0;1;80;2;1;REQ010
1523;1;0;81;0;0;REQ012REQ004
1856;1;1;80;2;1;REQ013REQ001
2139;1;0;79;2;0;REQ015
2454;1;1;81;1;1;REQ009REQ013REQ002
2694;0;0;81;1;1;REQ002
3027;1;1;79;2;0;REQ012REQ001
3347;1;0;79;2;0;
3617;1;0;80;2;0;
3940;1;2;81;3;3;REQ004REQ014REQ003
4204;0;0;81;3;3;REQ003
4505;0;1;80;2;1;REQ010REQ001
4775;0;2;79;2;3;REQ011
5016;0;0;80;2;3;
5330;0;0;79;2;3;
5614;1;0;81;0;0;REQ008REQ012REQ004
5876;0;0;80;2;0;REQ001
6204;1;0;80;2;0;REQ012
6450;1;2;81;3;3;REQ014REQ003
6686;0;2;79;2;3;REQ001
6922;1;1;79;2;0;REQ012
7229;1;1;79;2;0;
