TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
256;0;2;79;2;3;REQ011
537;1;2;79;2;0;REQ012
834;0;2;79;2;3;REQ017
1170;1;0;81;0;0;REQ008REQ003REQ012REQ004
1404;1;1;79;2;1;REQ013REQ001
1681;1;1;81;1;1;REQ007REQ002
1942;0;1;80;2;1;REQ001
2273;1;2;79;2;0;REQ012
2580;0;1;79;2;1;REQ010
2848;1;2;79;2;0;REQ012
3097;1;0;81;0;0;REQ004
3405;1;0;80;2;0;REQ001
3699;1;1;79;2;1;REQ013
3928;1;2;80;2;3;REQ014
4166;1;0;79;2;0;REQ015
4427;1;2;80;2;3;REQ014
4700;0;2;80;2;3;
5032;0;0;81;3;3;REQ008REQ003
5325;1;1;80;2;0;REQ001REQ012
5658;0;2;80;2;3;REQ011
5931;0;1;79;2;1;REQ010
6169;1;2;80;2;0;REQ012
6410;0;1;80;2;1;REQ010
6666;0;0;81;1;1;REQ002
6990;1;1;80;2;0;REQ001REQ012
