TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
39;false;8;false;on ;low ;false;
51;true;10;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ007
74;true;4;true;on ;low ;false;REQ004REQ003REQ010
96;false;11;false;off ;high ;false;REQ001REQ002REQ011
105;true;5;true;on ;low ;false;REQ004REQ003REQ010
148;true;2;false;on ;low ;false;
159;false;0;false;on ;low ;false;
170;false;11;false;off ;high ;false;REQ001REQ002REQ011
181;true;1;true;on ;low ;false;REQ004REQ003REQ010
224;false;6;true;on ;low ;false;
244;false;1;true;on ;low ;false;
269;true;8;true;on ;low ;false;
297;true;4;false;on ;low ;false;
342;true;7;true;on ;low ;false;
353;true;3;false;on ;low ;false;
401;true;4;true;on ;low ;false;
430;true;8;false;on ;low ;false;
461;true;7;true;on ;low ;false;
502;true;6;false;on ;low ;false;
539;true;11;true;off ;high ;false;REQ001REQ002REQ011
553;false;6;false;on ;low ;false;REQ004REQ003REQ010
589;false;0;true;on ;low ;false;
640;false;10;false;off ;high ;false;REQ001REQ002REQ011
659;true;9;true;off ;permitted ;false;REQ004
671;true;8;false;on ;low ;false;REQ003REQ010
692;false;5;true;on ;low ;false;
734;false;11;true;off ;high ;false;REQ001REQ011REQ002
749;true;0;true;on ;low ;false;REQ004REQ003REQ010
797;false;2;false;on ;low ;false;
828;false;8;true;on ;low ;false;
876;false;4;false;on ;low ;false;
897;true;2;true;on ;low ;false;
937;true;6;false;on ;low ;false;
986;true;3;false;on ;low ;false;
1005;false;8;false;on ;low ;false;
1031;false;10;false;off ;high ;false;REQ001REQ011REQ002
