TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
220;0;1;81;1;1;REQ005REQ010REQ002
490;1;2;79;2;0;REQ001REQ012
710;0;1;79;2;1;REQ010
1019;1;1;81;0;0;REQ007REQ012REQ004
1349;1;1;80;2;0;REQ001
1613;1;2;79;2;3;REQ014
1949;0;1;81;1;1;REQ008REQ003REQ010REQ002
2197;1;1;80;2;0;REQ001REQ012
2479;1;1;79;2;0;
2763;0;1;80;2;1;REQ016
3000;0;1;80;2;1;
3326;1;2;80;2;0;REQ012
3648;1;0;81;0;0;REQ004
3931;0;1;79;2;1;REQ001REQ010
4164;0;2;81;3;3;REQ011REQ003
4413;1;1;79;2;0;REQ001REQ012
4726;0;0;81;0;0;REQ009REQ004
4947;1;0;80;2;0;REQ012REQ001
5210;1;2;81;3;3;REQ004REQ014REQ003
5486;1;1;79;2;1;REQ001REQ013
5797;1;2;81;3;3;REQ007REQ002REQ014REQ003
6058;0;1;79;2;1;REQ010REQ001
6368;0;1;81;1;1;REQ002
6640;1;0;79;2;0;REQ012REQ001
6960;0;2;80;2;3;REQ011
