TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
289;0;1;81;1;1;REQ005REQ010REQ002
593;0;2;79;2;3;REQ001REQ011
853;1;0;81;0;0;REQ012REQ004
1182;1;0;79;2;0;REQ001
1521;0;0;79;2;0;
1834;0;0;80;2;0;
2150;1;2;81;0;0;REQ009REQ004REQ012
2455;0;1;79;2;1;REQ001REQ010
2688;1;2;80;2;0;REQ012
2985;0;0;81;0;0;REQ009REQ004
3309;1;0;81;0;0;REQ012
3564;1;2;80;2;3;REQ001REQ014
3808;1;1;79;2;1;REQ013
4138;1;1;81;1;1;REQ007REQ002
4459;1;2;81;3;3;REQ002REQ014REQ003
4725;1;1;81;1;1;REQ003REQ013REQ002
4971;1;0;81;0;0;REQ015REQ004
5218;0;1;79;2;1;REQ010REQ001
5507;0;0;81;1;1;REQ007REQ002
5759;1;0;79;2;0;REQ012REQ001
5995;1;1;80;2;1;REQ013
6332;0;2;79;2;3;REQ011
6629;0;1;81;1;1;REQ003REQ010REQ002
6955;1;2;81;0;0;REQ002REQ012REQ004
7217;1;0;81;0;0;REQ004
