TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
298;1;2;80;2;0;REQ012
567;0;2;81;3;3;REQ017REQ003
823;0;1;80;2;1;REQ010REQ001
1059;0;2;81;3;3;REQ002REQ011REQ003
1305;0;2;80;2;3;REQ001
1640;0;0;79;2;3;
1952;0;0;81;3;3;REQ003
2262;1;0;80;2;0;REQ001REQ012
2598;0;0;79;2;0;
2829;0;2;80;2;3;REQ011
3160;0;0;81;3;3;REQ008REQ003
3403;0;0;79;2;3;REQ001
3723;0;0;80;2;3;
3965;1;0;80;2;0;REQ012
4235;0;0;79;2;0;
4499;0;0;79;2;0;
4815;0;1;79;2;1;REQ010
5130;0;1;80;2;1;
5369;1;2;79;2;0;REQ012
5640;0;0;81;0;0;REQ009REQ004
5868;1;1;80;2;0;REQ012REQ001
6088;0;0;79;2;0;
6425;1;0;81;0;0;REQ009REQ012REQ004
6740;1;2;80;2;3;REQ014REQ001
7064;0;1;81;1;1;REQ008REQ003REQ010REQ002
