TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;true;true;false;true;3;
50;false;true;false;true;5;REQ007
64;true;false;true;false;4;REQ005
103;true;false;false;false;4;REQ005
150;false;true;false;false;5;REQ007
197;true;true;true;true;5;REQ008
234;true;true;false;true;5;
269;true;true;false;false;5;
286;true;false;true;false;4;REQ005
333;true;true;true;false;4;REQ006
379;true;true;true;true;4;
430;true;false;true;true;4;REQ005
452;true;false;false;true;4;REQ005
471;true;true;false;false;4;REQ006
502;true;true;true;true;4;
516;false;false;false;false;3;REQ004
539;false;false;true;false;2;REQ003
554;false;true;true;false;5;REQ007
580;false;true;false;true;5;REQ007
602;false;false;false;false;3;REQ004
626;true;true;false;false;3;
654;false;true;false;false;5;REQ007
695;false;true;false;false;5;REQ007
743;false;false;false;false;3;REQ004
790;true;false;false;true;4;REQ005
