TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
35;true;9;true;off ;permitted ;false;REQ001REQ011
52;false;1;false;on ;low ;false;REQ003REQ010
82;true;4;false;off ;low ;true;REQ005REQ009
119;false;6;false;off ;low ;true;
164;true;7;true;on ;low ;false;REQ006REQ010
208;true;9;true;off ;permitted ;false;REQ001REQ011
219;true;10;true;off ;high ;false;REQ002
254;false;2;false;on ;low ;false;REQ004REQ003REQ010
289;true;1;false;off ;low ;true;REQ005REQ009
303;false;1;true;on ;low ;false;REQ006REQ010
320;false;1;false;on ;low ;false;
337;false;1;false;on ;low ;false;
359;true;10;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ008
399;false;11;false;off ;high ;false;
419;false;8;true;on ;low ;false;REQ004REQ003REQ010
431;true;9;true;off ;permitted ;false;REQ001REQ011
459;false;0;false;on ;low ;false;REQ003REQ010
494;false;7;true;on ;low ;false;
513;false;0;true;on ;low ;false;
543;false;5;true;on ;low ;false;
578;true;7;true;on ;low ;false;
603;true;0;true;on ;low ;false;
632;false;11;true;off ;high ;false;REQ001REQ002REQ011
666;true;6;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
697;false;5;false;off ;low ;true;
743;false;7;true;on ;low ;false;REQ006REQ010
791;true;8;true;on ;low ;false;
836;true;5;true;on ;low ;false;
851;true;1;true;on ;low ;false;
875;true;3;true;on ;low ;false;
915;true;9;false;off ;permitted ;false;REQ001REQ011
929;true;6;false;on ;low ;false;REQ003REQ010
961;false;6;true;on ;low ;false;
971;true;11;false;off ;high ;false;REQ005REQ001REQ002REQ008REQ011
1003;false;8;true;on ;low ;false;REQ004REQ003REQ010
1019;true;2;true;on ;low ;false;
