TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
282;0;2;79;2;3;REQ011
548;1;0;80;2;0;REQ012
852;1;1;81;1;1;REQ009REQ013REQ002
1120;0;0;81;1;1;REQ002
1367;1;1;79;2;0;REQ001REQ012
1678;1;2;80;2;3;REQ014
1974;0;2;80;2;3;
2260;1;0;79;2;0;REQ012
2585;1;0;81;0;0;REQ004
2922;1;2;79;2;3;REQ014REQ001
3177;0;0;80;2;3;
3409;0;1;81;1;1;REQ003REQ010REQ002
3664;1;0;79;2;0;REQ012REQ001
3889;1;0;80;2;0;
4194;0;2;80;2;3;REQ011
4517;1;1;79;2;0;REQ012
4835;0;1;80;2;1;REQ016
5064;0;1;79;2;1;
5305;0;1;80;2;1;
5600;1;2;79;2;0;REQ012
5833;0;2;80;2;3;REQ017
6168;0;1;81;1;1;REQ003REQ010REQ002
6486;1;0;80;2;0;REQ001REQ012
6810;1;1;79;2;1;REQ013
7085;0;2;79;2;3;REQ011
