TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;true;false;1;0;
9;false;true;0;0;REQ001
11;true;true;0;0;
13;true;true;0;0;
15;true;true;0;0;
17;true;false;0;0;
19;true;true;0;0;
21;true;true;0;0;
23;true;true;0;0;
25;true;true;0;0;
27;true;true;0;0;
30;true;false;0;0;
33;true;true;0;0;
36;false;false;0;0;
39;false;true;0;0;
41;true;false;0;0;
44;false;true;0;0;
46;false;false;0;0;
49;true;false;2;0;REQ003
51;true;false;2;0;
53;false;false;2;0;
56;false;false;2;0;
59;true;false;2;0;
62;true;false;2;0;
64;false;true;2;0;
67;false;false;2;0;
69;true;true;2;0;
72;true;true;2;0;
75;true;false;2;0;
78;true;true;2;0;
80;true;true;1;0;REQ005
