TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;false;true;0;0;REQ001
7;false;true;0;0;
10;true;true;0;0;
12;false;false;0;0;
15;false;true;0;0;
17;false;true;0;0;
19;true;false;0;0;
22;false;true;0;0;
25;true;true;0;0;
28;false;false;0;0;
31;false;false;0;0;
33;true;true;0;0;
36;false;true;0;0;
39;false;true;0;0;
42;false;true;0;0;
45;true;false;0;0;
47;false;true;0;0;
49;true;false;0;0;
52;false;true;0;0;
55;true;false;0;0;
57;true;true;0;0;
60;false;false;0;0;
63;false;false;0;0;
66;false;true;0;0;
69;true;true;0;0;
72;true;false;0;0;
74;false;false;0;0;
77;false;false;0;0;
79;true;false;2;0;REQ003
82;false;false;2;0;
84;true;false;2;0;
