TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
5;false;false;1;0;
8;true;true;0;0;REQ001
11;true;true;0;0;
13;true;false;0;0;
16;true;false;0;0;
18;false;false;0;0;
21;true;true;0;0;
23;true;false;0;0;
26;true;true;0;0;
29;true;true;0;0;
32;true;false;0;0;
34;false;false;0;0;
36;false;false;0;0;
38;true;false;3;0;REQ002
41;true;false;3;0;
43;false;false;3;0;
45;true;true;3;0;
47;true;false;3;0;
49;true;true;0;1;REQ004REQ001
51;true;false;0;1;
54;false;true;0;1;
57;false;true;0;1;
59;false;false;0;1;
62;false;false;0;1;
64;false;false;0;1;
67;false;false;0;1;
70;false;false;0;1;
72;false;false;0;1;
74;false;true;0;1;
76;false;false;0;1;
79;true;true;0;1;
