TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
50;true;false;false;true;4;REQ005
90;false;false;false;false;3;REQ004
133;true;true;true;true;3;
181;false;false;true;false;2;REQ003
223;false;false;false;true;1;REQ002
258;false;false;true;false;2;REQ003
278;false;true;true;true;5;REQ007
308;true;true;true;false;5;REQ008
358;false;false;false;true;1;REQ002
408;false;false;false;true;1;REQ002
453;true;true;true;false;1;
479;true;true;true;true;1;
523;false;false;true;false;2;REQ003
544;true;false;false;true;4;REQ005
559;true;false;true;false;4;REQ005
575;false;false;true;true;0;REQ001
595;false;true;false;true;5;REQ007
627;false;false;true;true;0;REQ001
643;true;true;false;false;0;
682;true;true;true;false;0;
730;true;false;false;false;4;REQ005
744;false;true;false;false;5;REQ007
759;false;false;true;false;2;REQ003
783;true;false;true;false;4;REQ005
799;true;false;true;true;4;REQ005
