TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
284;1;0;79;2;0;REQ012
563;1;1;80;2;1;REQ013
904;1;2;80;2;3;REQ014
1202;0;1;80;2;1;REQ010
1462;0;2;81;3;3;REQ007REQ002REQ011REQ003
1757;0;2;79;2;3;REQ001
2034;0;0;80;2;3;
2352;0;2;80;2;3;REQ011
2645;1;1;79;2;0;REQ012
2971;0;1;81;1;1;REQ016REQ002
3310;1;0;81;0;0;REQ012REQ004
3530;0;0;79;2;0;REQ001
3830;0;1;80;2;1;REQ010
4128;0;0;79;2;1;
4426;0;2;80;2;3;REQ011
4744;1;1;80;2;0;REQ012
5016;1;1;79;2;0;
5277;0;1;81;1;1;REQ004REQ016REQ002
5614;1;2;81;0;0;REQ012REQ004
5876;1;0;81;0;0;REQ004
6153;0;2;79;2;3;REQ011REQ001
6399;1;1;80;2;0;REQ012
6706;1;2;79;2;3;REQ014
6999;0;2;81;3;3;REQ003
7331;0;1;80;2;1;REQ001REQ010
