TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
316;0;2;81;3;3;REQ005REQ011REQ003
623;1;2;80;2;0;REQ012REQ001
900;1;0;81;0;0;REQ009REQ004
1221;1;0;81;0;0;REQ004
1500;1;2;81;3;3;REQ014REQ003
1722;1;1;81;1;1;REQ013REQ002
2050;1;1;79;2;1;REQ001
2339;1;2;81;3;3;REQ002REQ014REQ003
2565;0;0;81;3;3;REQ003
2856;0;0;80;2;3;REQ001
3131;0;2;79;2;3;REQ011
3445;0;2;79;2;3;
3711;0;0;79;2;3;
4039;1;0;80;2;0;REQ012
4297;0;1;79;2;1;REQ010
4579;1;2;79;2;0;REQ012
4815;1;2;81;0;0;REQ009REQ004
5127;0;1;79;2;1;REQ001REQ010
5351;0;0;79;2;1;
5655;0;1;79;2;1;REQ010
5903;0;0;81;1;1;REQ007REQ002
6172;0;0;79;2;1;REQ001
6394;0;0;81;1;1;REQ002
6731;1;2;79;2;0;REQ001REQ012
7060;0;0;80;2;0;
