TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
6;false;true;0;0;
9;false;true;0;0;
12;true;false;0;0;
15;true;true;0;0;
17;false;false;0;0;
20;true;true;0;0;
23;false;true;0;0;
26;false;false;0;0;
29;true;false;3;0;REQ002
31;false;false;3;0;
33;false;true;3;0;
35;true;false;3;0;
37;true;true;3;0;
39;true;false;1;1;REQ004
41;false;true;0;1;REQ001
43;true;false;0;1;
45;true;false;0;1;
47;true;true;0;1;
50;true;false;0;1;
52;false;false;0;1;
54;true;true;0;1;
56;false;false;0;1;
59;false;true;0;1;
62;true;true;0;1;
64;false;true;0;1;
67;false;false;0;1;
70;false;false;0;1;
73;true;false;2;1;REQ003
75;true;true;2;1;
78;true;true;2;1;
