TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;true;true;0;0;REQ001
9;true;true;0;0;
11;false;true;0;0;
14;true;false;0;0;
17;false;false;0;0;
20;true;false;3;0;REQ002
23;true;false;3;0;
26;true;false;3;0;
28;true;false;3;0;
30;true;true;0;1;REQ004REQ001
32;true;false;0;1;
34;true;false;0;1;
36;false;true;0;1;
39;true;false;0;1;
41;true;true;0;1;
44;true;false;0;1;
47;true;false;0;1;
49;false;false;0;1;
52;false;true;0;1;
55;true;true;0;1;
57;false;false;0;1;
60;true;false;3;1;REQ002
62;true;false;3;1;
64;true;true;3;1;
67;true;true;3;1;
70;false;false;1;1;REQ004
73;true;true;0;1;REQ001
75;true;true;0;1;
77;true;false;0;1;
79;false;true;0;1;
82;false;true;0;1;
