TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
6;true;true;0;0;REQ001
9;true;true;0;0;
11;true;false;0;0;
13;false;true;0;0;
16;false;true;0;0;
19;true;false;0;0;
22;true;false;0;0;
25;true;false;0;0;
27;true;false;0;0;
29;true;true;0;0;
31;false;false;0;0;
34;false;true;0;0;
36;true;true;0;0;
38;false;true;0;0;
41;true;true;0;0;
43;true;false;0;0;
46;false;false;0;0;
48;true;true;0;0;
50;false;true;0;0;
53;false;true;0;0;
55;false;true;0;0;
57;false;false;0;0;
60;false;true;0;0;
62;false;false;0;0;
64;false;true;0;0;
67;true;false;0;0;
70;false;true;0;0;
72;true;false;0;0;
75;true;true;0;0;
77;false;false;0;0;
80;true;true;0;0;
