TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
294;1;2;79;2;0;REQ012
571;1;1;81;1;1;REQ004REQ013REQ002
817;1;0;79;2;0;REQ015REQ001
1089;0;2;80;2;3;REQ011
1345;0;0;80;2;3;
1673;1;2;80;2;0;REQ012
1904;0;2;79;2;3;REQ017
2159;0;0;81;3;3;REQ003
2466;0;1;81;1;1;REQ003REQ010REQ002
2794;0;2;81;3;3;REQ002REQ011REQ003
3072;0;2;81;3;3;REQ003
3379;1;2;80;2;0;REQ001REQ012
3688;0;2;80;2;3;REQ017
4026;1;1;80;2;0;REQ012
4269;1;0;79;2;0;
4554;0;2;81;3;3;REQ011REQ003
4808;1;2;79;2;0;REQ012REQ001
5069;0;1;80;2;1;REQ010
5290;0;1;80;2;1;
5545;1;0;79;2;0;REQ012
5774;1;0;81;0;0;REQ009REQ004
6089;0;2;79;2;3;REQ001REQ011
6340;1;1;79;2;0;REQ012
6589;0;0;81;0;0;REQ009REQ004
6864;0;2;80;2;3;REQ011REQ001
