TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
42;true;false;false;true;4;REQ005
87;false;true;true;false;5;REQ007
126;true;false;false;false;4;REQ005
140;false;true;false;false;5;REQ007
181;true;false;false;false;4;REQ005
201;false;true;true;true;5;REQ007
245;true;false;true;false;4;REQ005
296;true;false;false;true;4;REQ005
314;true;true;true;false;4;REQ006
361;false;false;false;true;1;REQ002
402;false;true;false;false;5;REQ007
449;true;true;false;true;5;REQ008
469;false;true;false;false;5;REQ007
520;true;true;true;false;5;REQ008
537;false;false;true;false;2;REQ003
578;false;false;true;true;0;REQ001
599;false;true;true;false;5;REQ007
622;false;true;false;true;5;REQ007
653;true;false;true;false;4;REQ005
671;true;false;false;true;4;REQ005
690;false;true;true;true;5;REQ007
709;true;true;true;true;5;REQ008
753;false;false;true;false;2;REQ003
785;false;false;false;false;3;REQ004
829;true;false;false;true;4;REQ005
