TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
269;0;0;81;2;2;REQ005
588;1;0;81;0;0;REQ012REQ004
873;1;0;79;2;0;REQ001
1148;1;0;79;2;0;
1477;0;1;79;2;1;REQ010
1815;0;1;81;1;1;REQ002
2050;1;0;81;0;0;REQ012REQ004
2282;0;2;79;2;3;REQ001REQ011
2576;1;0;80;2;0;REQ012
2840;0;1;79;2;1;REQ010
3103;1;2;79;2;0;REQ012
3438;1;1;79;2;1;REQ013
3758;0;1;81;1;1;REQ002
4020;0;1;80;2;1;REQ001
4301;1;2;79;2;0;REQ012
4591;1;2;79;2;0;
4899;1;1;80;2;1;REQ013
5167;0;1;79;2;1;
5461;1;2;80;2;0;REQ012
5689;0;1;79;2;1;REQ010
5934;1;0;79;2;0;REQ012
6175;1;1;81;1;1;REQ013REQ002
6443;1;1;81;1;1;REQ002
6669;1;1;81;1;1;REQ002
6995;1;0;81;0;0;REQ015REQ004
