TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
50;true;true;false;true;3;
96;true;false;true;false;4;REQ005
138;true;true;false;false;4;REQ006
187;true;false;false;true;4;REQ005
220;false;true;true;false;5;REQ007
261;false;false;true;true;0;REQ001
281;true;true;false;true;0;
299;true;true;true;true;0;
316;true;false;false;true;4;REQ005
328;false;false;false;true;1;REQ002
367;true;true;true;false;1;
410;true;true;false;false;1;
425;true;true;true;false;1;
459;false;true;false;true;5;REQ007
477;false;true;false;true;5;REQ007
487;true;true;true;false;5;REQ008
508;false;true;true;false;5;REQ007
523;false;false;true;false;2;REQ003
542;false;false;true;true;0;REQ001
560;false;true;true;true;5;REQ007
595;false;false;true;true;0;REQ001
614;false;true;false;true;5;REQ007
654;true;false;false;false;4;REQ005
693;false;true;false;true;5;REQ007
709;false;false;true;true;0;REQ001
