TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
40;true;false;false;false;4;REQ005
54;false;false;true;true;0;REQ001
78;false;false;true;true;0;REQ001
119;true;false;false;false;4;REQ005
135;true;false;false;false;4;REQ005
174;true;true;true;true;4;REQ006
197;true;true;false;true;4;
233;false;false;false;false;3;REQ004
269;false;true;false;false;5;REQ007
294;true;true;false;true;5;REQ008
309;true;true;false;true;5;
346;true;true;false;true;5;
387;false;true;false;true;5;REQ007
417;true;false;false;true;4;REQ005
442;true;true;false;false;4;REQ006
467;false;false;false;true;1;REQ002
506;true;true;true;true;1;
546;true;true;true;true;1;
576;false;false;false;true;1;REQ002
602;false;false;true;false;2;REQ003
624;true;true;false;false;2;
637;true;true;true;false;2;
648;false;true;true;true;5;REQ007
695;true;true;true;false;5;REQ008
732;true;false;true;false;4;REQ005
