TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
303;0;0;80;2;2;
630;1;1;80;2;0;REQ012
923;1;2;80;2;3;REQ014
1184;0;0;79;2;3;
1474;1;2;80;2;0;REQ012
1799;1;0;80;2;0;
2106;0;0;80;2;0;
2437;0;2;81;3;3;REQ009REQ004REQ011REQ003
2665;1;1;79;2;0;REQ012REQ001
2906;1;2;81;3;3;REQ004REQ014REQ003
3149;1;1;80;2;1;REQ001REQ013
3410;0;0;79;2;1;
3706;1;0;81;0;0;REQ012REQ004
3998;0;1;81;1;1;REQ010REQ002
4221;0;0;79;2;1;REQ001
4522;0;1;81;1;1;REQ002REQ010
4741;0;0;79;2;1;REQ001
5060;0;1;80;2;1;REQ010
5381;1;0;81;0;0;REQ007REQ012REQ004
5657;0;1;80;2;1;REQ001REQ010
5973;0;2;80;2;3;REQ011
6250;1;0;81;0;0;REQ003REQ012REQ004
6576;0;2;81;3;3;REQ004REQ011REQ003
6902;1;0;79;2;0;REQ012REQ001
7195;1;2;81;3;3;REQ009REQ014REQ003
