TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
27;false;false;false;false;3;REQ004
56;true;false;true;false;4;REQ005
82;true;true;false;false;4;REQ006
114;true;false;false;true;4;REQ005
133;false;false;true;true;0;REQ001
164;true;false;true;true;4;REQ005
189;true;true;false;true;4;REQ006
218;false;true;true;true;5;REQ007
257;false;false;false;true;1;REQ002
271;true;false;true;false;4;REQ005
296;false;false;true;false;2;REQ003
336;true;false;false;false;4;REQ005
359;true;false;false;true;4;REQ005
399;true;true;true;true;4;REQ006
429;false;true;true;true;5;REQ007
469;true;true;true;true;5;REQ008
510;false;false;false;false;3;REQ004
554;true;true;true;false;3;
601;false;false;true;true;0;REQ001
615;false;true;false;false;5;REQ007
642;true;true;true;false;5;REQ008
685;false;true;false;true;5;REQ007
700;false;true;false;true;5;REQ007
716;false;true;false;true;5;REQ007
751;true;true;true;false;5;REQ008
