TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
14;false;4;false;on ;low ;false;
47;true;7;true;on ;low ;false;
94;false;11;true;off ;high ;false;REQ001REQ011REQ002
143;false;6;true;on ;low ;false;REQ004REQ003REQ010
159;true;6;true;on ;low ;false;
209;true;10;true;off ;high ;false;REQ001REQ011REQ002
254;true;9;false;off ;permitted ;false;REQ004
287;false;1;false;on ;low ;false;REQ003REQ010
330;true;3;true;on ;low ;false;
361;false;1;true;on ;low ;false;
398;false;7;false;on ;low ;false;
420;false;10;false;off ;high ;false;REQ001REQ011REQ002
447;true;10;false;off ;high ;false;
494;true;5;true;on ;low ;false;REQ004REQ003REQ010
545;false;3;true;on ;low ;false;
582;true;0;false;off ;low ;true;REQ005REQ009
620;false;2;true;on ;low ;false;REQ006REQ010
643;true;3;true;on ;low ;false;
677;false;1;true;on ;low ;false;
722;true;1;false;off ;low ;true;REQ005REQ009
737;false;7;true;on ;low ;false;REQ006REQ010
748;false;4;false;on ;low ;false;
758;false;10;true;off ;high ;false;REQ001REQ011REQ002
782;false;8;false;on ;low ;false;REQ004REQ003REQ010
825;true;10;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ007
853;false;10;true;off ;high ;false;
879;true;11;false;off ;high ;false;
925;false;11;true;off ;high ;false;
956;false;6;true;on ;low ;false;REQ004REQ003REQ010
987;false;11;false;off ;high ;false;REQ001REQ002REQ011
1000;false;6;false;on ;low ;false;REQ004REQ003REQ010
1021;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
1061;true;11;true;off ;high ;false;REQ006REQ002
1096;true;10;false;off ;high ;false;
1112;false;0;false;on ;low ;false;REQ004REQ003REQ010
1133;false;7;true;on ;low ;false;
