TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
11;false;true;false;true;5;REQ007
58;false;true;false;true;5;REQ007
85;false;true;false;true;5;REQ007
105;true;true;false;false;5;REQ008
154;false;true;false;false;5;REQ007
200;false;true;true;true;5;REQ007
225;false;true;true;false;5;REQ007
236;false;true;true;true;5;REQ007
246;true;true;true;false;5;REQ008
296;true;true;false;false;5;
308;true;false;false;true;4;REQ005
328;true;false;false;true;4;REQ005
342;false;false;false;false;3;REQ004
376;false;false;true;true;0;REQ001
426;true;true;true;false;0;
473;true;true;false;false;0;
517;false;false;false;true;1;REQ002
550;true;false;false;true;4;REQ005
585;false;false;true;false;2;REQ003
608;true;false;false;true;4;REQ005
652;true;true;false;true;4;REQ006
699;false;false;false;false;3;REQ004
716;true;true;false;true;3;
738;false;true;false;false;5;REQ007
753;true;false;true;false;4;REQ005
