TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;true;false;true;false;4;REQ005
87;true;false;false;true;4;REQ005
104;false;true;true;true;5;REQ007
135;false;true;true;true;5;REQ007
179;false;false;true;false;2;REQ003
207;true;false;true;false;4;REQ005
251;true;true;false;true;4;REQ006
286;true;false;false;false;4;REQ005
300;true;false;false;true;4;REQ005
311;false;true;true;true;5;REQ007
325;true;true;false;false;5;REQ008
370;false;false;true;false;2;REQ003
401;true;true;false;true;2;
432;false;false;true;true;0;REQ001
452;false;true;false;false;5;REQ007
462;false;true;false;false;5;REQ007
503;false;true;false;true;5;REQ007
517;true;false;false;true;4;REQ005
534;true;true;false;true;4;REQ006
564;true;true;true;false;4;
607;false;false;true;false;2;REQ003
636;false;true;true;true;5;REQ007
684;false;false;false;true;1;REQ002
712;true;true;false;true;1;
741;true;true;false;false;1;
