TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
301;1;1;80;2;0;REQ012
631;1;1;80;2;0;
945;0;1;80;2;1;REQ016
1237;0;0;81;1;1;REQ007REQ002
1507;1;0;80;2;0;REQ001REQ012
1790;0;2;80;2;3;REQ011
2048;0;0;81;3;3;REQ003
2284;0;1;80;2;1;REQ001REQ010
2595;0;2;79;2;3;REQ011
2832;1;1;80;2;0;REQ012
3157;0;1;80;2;1;REQ016
3392;1;2;79;2;0;REQ012
3671;0;1;80;2;1;REQ010
4009;0;0;80;2;1;
4349;1;0;80;2;0;REQ012
4681;1;1;80;2;1;REQ013
4965;0;1;80;2;1;
5228;1;2;80;2;0;REQ012
5523;0;1;80;2;1;REQ010
5818;1;2;81;0;0;REQ007REQ002REQ012REQ004
6116;1;0;79;2;0;REQ001
6444;0;1;80;2;1;REQ010
6719;0;0;80;2;1;
6952;1;2;81;0;0;REQ002REQ012REQ004
7259;1;2;79;2;0;REQ001
