TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
36;false;true;true;false;5;REQ007
68;false;false;true;false;2;REQ003
84;false;true;true;true;5;REQ007
134;true;false;true;true;4;REQ005
146;true;true;false;true;4;REQ006
170;false;false;false;true;1;REQ002
185;false;true;false;true;5;REQ007
199;false;false;false;true;1;REQ002
225;true;true;true;false;1;
248;true;false;true;true;4;REQ005
266;false;true;false;false;5;REQ007
288;false;true;false;true;5;REQ007
326;false;false;false;true;1;REQ002
356;false;false;false;true;1;REQ002
394;true;false;true;true;4;REQ005
412;true;true;false;true;4;REQ006
423;false;false;true;false;2;REQ003
474;true;true;true;false;2;
503;true;true;false;true;2;
524;true;true;false;false;2;
546;false;true;true;false;5;REQ007
556;true;true;true;true;5;REQ008
592;false;true;false;false;5;REQ007
622;true;false;false;true;4;REQ005
660;false;false;true;false;2;REQ003
