TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
284;1;2;81;0;0;REQ005REQ012REQ004
533;0;1;80;2;1;REQ010REQ001
849;0;1;81;1;1;REQ002
1172;1;2;81;0;0;REQ002REQ012REQ004
1474;1;0;80;2;0;REQ001
1784;0;0;79;2;0;
2012;0;1;81;1;1;REQ004REQ010REQ002
2333;1;1;80;2;0;REQ001REQ012
2588;1;1;80;2;0;
2843;0;0;80;2;0;
3098;0;0;79;2;0;
3352;1;1;79;2;0;REQ012
3622;0;0;80;2;0;
3927;0;0;80;2;0;
4230;1;2;79;2;0;REQ012
4553;1;2;81;0;0;REQ009REQ004
4773;0;0;81;0;0;
5072;1;2;80;2;0;REQ012REQ001
5350;0;0;81;0;0;REQ004
5636;1;0;79;2;0;REQ001REQ012
5888;0;0;79;2;0;
6176;1;1;79;2;0;REQ012
6478;0;2;80;2;3;REQ011
6793;0;2;79;2;3;
7045;0;0;79;2;3;
