TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
34;true;5;false;off ;low ;true;REQ005REQ009
43;false;0;true;on ;low ;false;REQ006REQ010
85;false;1;true;on ;low ;false;
118;true;8;false;off ;low ;true;REQ005REQ009
164;false;6;true;on ;low ;false;REQ006REQ010
199;true;7;true;on ;low ;false;
242;true;11;true;off ;high ;false;REQ001REQ011REQ002
265;false;0;false;on ;low ;false;REQ004REQ003REQ010
287;false;4;false;on ;low ;false;
316;true;0;false;off ;low ;true;REQ005REQ009
342;true;7;false;off ;low ;true;
365;true;1;true;on ;low ;false;REQ006REQ010
388;false;7;false;on ;low ;false;
420;false;9;true;off ;permitted ;false;REQ001REQ011
455;true;10;true;off ;high ;false;REQ002
469;true;9;false;off ;permitted ;false;REQ004
501;true;11;false;off ;high ;false;REQ002
547;true;5;false;on ;low ;false;REQ004REQ003REQ010
573;true;7;true;on ;low ;false;
586;false;2;true;on ;low ;false;
615;false;6;false;on ;low ;false;
636;false;5;true;on ;low ;false;
650;false;3;true;on ;low ;false;
685;true;9;false;off ;permitted ;true;REQ001REQ005REQ011
725;true;2;false;off ;low ;true;REQ003
751;false;11;false;off ;high ;false;REQ001REQ002REQ008
766;true;1;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
814;false;7;false;off ;low ;true;
861;true;10;false;off ;high ;false;REQ001REQ002REQ007
900;true;11;false;off ;high ;false;
950;false;8;true;on ;low ;false;REQ004REQ003REQ010
997;false;2;false;on ;low ;false;
1026;false;9;true;off ;permitted ;false;REQ001REQ011
1040;false;8;true;on ;low ;false;REQ003REQ010
1055;true;5;true;on ;low ;false;
1071;false;10;true;off ;high ;false;REQ001REQ002REQ011
