TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;true;true;0;0;REQ001
9;true;false;0;0;
11;false;false;0;0;
14;false;true;0;0;
16;false;true;0;0;
19;false;true;0;0;
22;false;true;0;0;
24;true;false;0;0;
27;true;false;0;0;
29;true;true;0;0;
31;true;false;0;0;
33;false;false;0;0;
36;true;true;0;0;
39;false;true;0;0;
41;true;true;0;0;
43;false;true;0;0;
45;true;false;0;0;
47;true;false;0;0;
50;false;false;0;0;
53;true;false;2;0;REQ003
56;false;true;2;0;
59;true;false;2;0;
62;false;false;2;0;
64;false;false;2;0;
66;false;true;2;0;
68;true;false;2;0;
71;true;false;2;0;
73;true;true;2;0;
76;false;true;2;0;
79;true;true;2;0;
82;true;false;2;0;
