TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;false;true;false;true;5;REQ007
62;true;false;false;false;4;REQ005
98;false;true;false;true;5;REQ007
133;true;false;true;true;4;REQ005
170;true;true;false;false;4;REQ006
215;false;false;true;true;0;REQ001
239;false;false;true;true;0;REQ001
286;false;false;false;true;1;REQ002
304;false;false;true;false;2;REQ003
326;false;true;false;false;5;REQ007
363;false;false;false;true;1;REQ002
386;false;false;true;false;2;REQ003
430;true;true;true;true;2;
478;true;false;false;true;4;REQ005
518;true;false;true;true;4;REQ005
539;true;true;false;false;4;REQ006
559;false;false;false;true;1;REQ002
608;false;true;false;false;5;REQ007
652;false;true;false;true;5;REQ007
683;false;false;true;true;0;REQ001
707;true;false;true;false;4;REQ005
742;false;false;true;true;0;REQ001
752;true;true;true;false;0;
795;false;false;false;true;1;REQ002
845;false;true;true;false;5;REQ007
