TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
35;true;true;true;false;3;
73;false;true;true;true;5;REQ007
85;true;false;true;true;4;REQ005
95;true;true;false;false;4;REQ006
144;true;false;false;true;4;REQ005
164;true;false;true;true;4;REQ005
204;true;true;false;false;4;REQ006
235;false;false;false;false;3;REQ004
278;true;false;true;false;4;REQ005
304;true;false;false;true;4;REQ005
339;false;false;true;true;0;REQ001
387;true;false;false;true;4;REQ005
431;true;true;false;false;4;REQ006
472;true;true;true;false;4;
515;false;true;true;false;5;REQ007
550;false;false;true;false;2;REQ003
576;true;false;false;true;4;REQ005
615;true;false;false;false;4;REQ005
643;true;false;true;false;4;REQ005
680;true;true;false;false;4;REQ006
701;true;false;false;false;4;REQ005
749;true;false;true;false;4;REQ005
771;false;false;false;false;3;REQ004
796;false;false;true;true;0;REQ001
824;false;true;true;true;5;REQ007
