TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
227;1;2;80;2;0;REQ012
545;0;2;80;2;3;REQ017
781;0;0;80;2;3;
1034;1;0;80;2;0;REQ012
1290;1;0;79;2;0;
1558;1;2;80;2;3;REQ014
1785;0;1;81;1;1;REQ003REQ010REQ002
2124;0;2;81;3;3;REQ002REQ011REQ003
2373;0;2;79;2;3;REQ001
2667;1;0;79;2;0;REQ012
2987;1;2;79;2;3;REQ014
3269;0;1;79;2;1;REQ010
3548;0;1;80;2;1;
3788;0;2;80;2;3;REQ011
4035;1;1;79;2;0;REQ012
4341;0;0;80;2;0;
4588;1;0;80;2;0;REQ012
4848;0;1;81;1;1;REQ010REQ002
5159;0;1;80;2;1;REQ001
5471;1;0;80;2;0;REQ012
5789;1;2;80;2;3;REQ014
6065;0;1;80;2;1;REQ010
6388;0;1;80;2;1;
6668;1;1;81;0;0;REQ012REQ004
6986;1;2;79;2;3;REQ014REQ001
