TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
23;true;false;false;true;4;REQ005
52;false;true;true;true;5;REQ007
93;false;false;false;false;3;REQ004
139;false;true;true;false;5;REQ007
182;false;false;false;true;1;REQ002
214;false;true;true;true;5;REQ007
224;false;true;true;false;5;REQ007
244;true;true;true;false;5;REQ008
265;false;true;false;false;5;REQ007
285;false;false;true;true;0;REQ001
300;false;true;false;true;5;REQ007
313;true;true;false;true;5;REQ008
360;true;false;true;false;4;REQ005
391;false;false;true;false;2;REQ003
430;false;true;false;false;5;REQ007
452;true;true;false;false;5;REQ008
477;false;true;true;false;5;REQ007
505;true;false;false;false;4;REQ005
524;true;false;false;true;4;REQ005
556;false;true;true;false;5;REQ007
574;true;false;true;true;4;REQ005
619;true;true;false;false;4;REQ006
664;false;true;true;false;5;REQ007
674;false;true;true;false;5;REQ007
722;true;false;true;false;4;REQ005
