TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
250;0;2;79;2;3;REQ011
543;0;0;80;2;3;
833;1;2;79;2;0;REQ012
1169;1;1;80;2;1;REQ013
1459;1;2;81;3;3;REQ002REQ014REQ003
1793;0;2;81;3;3;REQ003
2067;1;1;81;0;0;REQ003REQ012REQ004
2322;0;0;80;2;0;REQ001
2656;1;0;80;2;0;REQ012
2957;0;1;79;2;1;REQ010
3230;1;0;80;2;0;REQ012
3473;1;1;81;1;1;REQ004REQ013REQ002
3718;0;0;81;1;1;REQ002
3971;0;1;79;2;1;REQ001REQ010
4247;1;0;80;2;0;REQ012
4575;1;2;80;2;3;REQ014
4809;1;0;79;2;0;REQ015
5135;0;2;80;2;3;REQ011
5421;0;2;81;3;3;REQ008REQ003
5668;0;0;79;2;3;REQ001
5889;1;2;79;2;0;REQ012
6126;0;1;79;2;1;REQ010
6361;1;2;81;0;0;REQ007REQ012REQ004
6634;0;1;80;2;1;REQ010REQ001
6973;1;0;80;2;0;REQ012
