TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
249;1;2;80;2;0;REQ012
504;1;0;80;2;0;
755;1;1;80;2;1;REQ013
1096;0;0;81;1;1;REQ007REQ002
1399;0;1;79;2;1;REQ001REQ010
1686;0;2;80;2;3;REQ011
2020;1;2;81;0;0;REQ003REQ012REQ004
2312;1;2;80;2;0;REQ001
2595;0;1;79;2;1;REQ010
2823;0;0;80;2;1;
3073;1;0;81;0;0;REQ007REQ002REQ012REQ004
3330;1;0;80;2;0;REQ001
3616;1;0;79;2;0;
3953;0;0;81;0;0;REQ004
4189;0;0;80;2;0;REQ001
4441;1;0;81;0;0;REQ004REQ012
4734;0;1;80;2;1;REQ001REQ010
5015;1;0;81;0;0;REQ012REQ004
5292;1;1;79;2;1;REQ013REQ001
5583;1;2;81;3;3;REQ002REQ014REQ003
5851;1;1;79;2;1;REQ013REQ001
6156;0;2;81;3;3;REQ007REQ002REQ011REQ003
6395;1;1;80;2;0;REQ001REQ012
6716;0;0;79;2;0;
6948;1;2;81;0;0;REQ004REQ012
