TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
42;true;9;true;off ;permitted ;false;REQ001REQ011
52;true;8;false;on ;low ;false;REQ003REQ010
100;false;4;true;on ;low ;false;
112;true;10;true;off ;high ;false;REQ001REQ011REQ002
131;false;2;false;on ;low ;false;REQ004REQ003REQ010
152;true;0;false;off ;low ;true;REQ005REQ009
186;true;4;false;off ;low ;true;
210;false;7;true;on ;low ;false;REQ006REQ010
251;false;7;false;on ;low ;false;
301;false;6;true;on ;low ;false;
345;false;1;false;on ;low ;false;
365;true;8;false;off ;low ;true;REQ005REQ009
398;true;5;true;on ;low ;false;REQ006REQ010
419;false;6;true;on ;low ;false;
430;true;11;true;off ;high ;false;REQ001REQ011REQ002
470;false;4;true;on ;low ;false;REQ004REQ003REQ010
501;false;3;true;on ;low ;false;
532;false;8;true;on ;low ;false;
569;true;10;true;off ;high ;false;REQ001REQ011REQ002
589;true;1;false;on ;low ;false;REQ004REQ003REQ010
607;true;0;true;on ;low ;false;
630;false;7;true;on ;low ;false;
648;true;1;false;off ;low ;true;REQ005REQ009
670;true;10;false;off ;high ;false;REQ001REQ002REQ008
694;true;5;false;on ;low ;false;REQ004REQ003REQ010
710;true;10;true;off ;high ;false;REQ001REQ011REQ002
729;false;11;false;off ;high ;false;
747;true;7;false;off ;low ;true;REQ004REQ003REQ005
787;false;11;false;off ;high ;false;REQ001REQ002REQ008
796;false;3;true;on ;low ;false;REQ004REQ003REQ010
806;false;4;false;on ;low ;false;
829;false;6;false;on ;low ;false;
869;true;2;false;off ;low ;true;REQ005REQ009
884;true;7;true;on ;low ;false;REQ006REQ010
910;false;0;true;on ;low ;false;
943;true;5;false;off ;low ;true;REQ005REQ009
