TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;false;true;true;4;REQ005
47;true;false;true;true;4;REQ005
62;false;false;false;false;3;REQ004
94;true;false;true;true;4;REQ005
120;false;false;false;false;3;REQ004
131;true;false;true;false;4;REQ005
180;false;true;true;true;5;REQ007
193;true;true;false;false;5;REQ008
226;false;true;true;true;5;REQ007
267;false;true;false;true;5;REQ007
293;true;true;true;true;5;REQ008
333;false;true;true;false;5;REQ007
346;true;true;false;false;5;REQ008
359;true;false;true;false;4;REQ005
370;false;true;false;false;5;REQ007
385;true;true;true;true;5;REQ008
422;false;false;false;false;3;REQ004
441;false;false;false;true;1;REQ002
487;true;true;false;true;1;
504;false;true;true;true;5;REQ007
550;true;false;false;true;4;REQ005
578;false;false;false;true;1;REQ002
627;false;true;false;true;5;REQ007
637;true;false;true;true;4;REQ005
667;false;true;false;false;5;REQ007
