TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
23;false;3;true;on ;low ;false;
41;true;8;true;on ;low ;false;
80;false;11;false;off ;high ;false;REQ001REQ011REQ002
129;true;6;false;off ;low ;true;REQ004REQ003REQ005
156;false;4;false;off ;low ;true;
201;false;5;true;on ;low ;false;REQ006REQ010
249;false;3;true;on ;low ;false;
269;true;0;true;on ;low ;false;
283;true;8;false;on ;low ;false;
304;false;1;false;on ;low ;false;
341;true;10;true;off ;high ;false;REQ001REQ011REQ002
351;false;1;true;on ;low ;false;REQ004REQ003REQ010
370;false;11;true;off ;high ;false;REQ001REQ011REQ002
400;false;0;true;on ;low ;false;REQ004REQ003REQ010
448;false;3;true;on ;low ;false;
469;true;11;true;off ;high ;false;REQ001REQ002REQ011
515;false;11;false;off ;high ;false;
528;true;7;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
547;false;0;false;off ;low ;true;
564;false;7;true;on ;low ;false;REQ006REQ010
574;false;3;false;on ;low ;false;
612;true;2;true;on ;low ;false;
623;false;1;false;on ;low ;false;
662;true;2;true;on ;low ;false;
700;true;8;false;on ;low ;false;
733;false;7;false;on ;low ;false;
768;false;9;true;off ;permitted ;false;REQ001REQ011
795;true;4;false;off ;low ;true;REQ005REQ003
833;true;8;true;on ;low ;false;REQ006REQ010
863;true;9;true;off ;permitted ;false;REQ001REQ011
913;true;5;false;on ;low ;false;REQ003REQ010
927;true;5;true;on ;low ;false;
951;true;7;true;on ;low ;false;
999;true;8;false;on ;low ;false;
1019;true;5;true;on ;low ;false;
1038;false;1;true;on ;low ;false;
