TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
9;true;false;true;false;4;REQ005
54;true;false;true;true;4;REQ005
82;true;true;false;true;4;REQ006
114;false;false;true;true;0;REQ001
129;true;true;true;true;0;
172;true;false;true;false;4;REQ005
213;true;true;true;false;4;REQ006
261;false;true;false;true;5;REQ007
299;true;false;true;true;4;REQ005
326;false;false;false;false;3;REQ004
363;false;true;false;true;5;REQ007
402;false;false;true;true;0;REQ001
422;false;true;false;false;5;REQ007
447;true;true;false;true;5;REQ008
456;false;true;true;true;5;REQ007
477;false;true;false;false;5;REQ007
506;false;false;true;false;2;REQ003
526;false;true;false;true;5;REQ007
543;true;true;true;true;5;REQ008
571;true;false;false;true;4;REQ005
609;true;true;true;false;4;REQ006
634;true;false;false;false;4;REQ005
667;true;false;false;true;4;REQ005
696;true;true;true;false;4;REQ006
710;true;false;true;true;4;REQ005
