TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
28;false;7;false;on ;low ;false;
37;true;8;true;on ;low ;false;
74;true;5;false;on ;low ;false;
107;false;1;true;on ;low ;false;
117;true;5;false;off ;low ;true;REQ005REQ009
159;false;10;true;off ;high ;false;REQ006REQ001REQ002
193;true;10;false;off ;high ;false;
214;false;4;true;on ;low ;false;REQ004REQ003REQ010
227;false;2;true;on ;low ;false;
278;true;4;false;off ;low ;true;REQ005REQ009
310;true;7;false;off ;low ;true;
348;true;3;true;on ;low ;false;REQ006REQ010
378;false;9;false;off ;permitted ;false;REQ001REQ011
427;false;4;true;on ;low ;false;REQ003REQ010
455;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
491;true;4;false;on ;low ;false;REQ004REQ003REQ010
511;true;3;false;on ;low ;false;
527;false;7;false;on ;low ;false;
558;true;3;false;off ;low ;true;REQ005REQ009
600;false;11;false;off ;high ;false;REQ001REQ002REQ007
628;true;0;true;on ;low ;false;REQ004REQ003REQ010
646;true;4;true;on ;low ;false;
680;false;3;true;on ;low ;false;
713;true;1;false;off ;low ;true;REQ005REQ009
727;false;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
755;true;10;false;off ;high ;false;REQ005REQ002REQ008
780;false;3;true;on ;low ;false;REQ004REQ003REQ010
801;false;10;true;off ;high ;false;REQ001REQ011REQ002
842;true;4;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
853;true;9;false;off ;permitted ;true;REQ001
882;false;5;false;off ;low ;true;REQ003
904;false;3;false;off ;low ;true;
941;true;6;true;on ;low ;false;REQ006REQ010
976;false;3;true;on ;low ;false;
1003;false;9;true;off ;permitted ;false;REQ001REQ011
1028;false;9;false;off ;permitted ;false;
